시간	No.	카테고리	문제 전문	정답 키워드	해설 및 암기 팁
3:56:21	698	전기기기	삼상 교류 발전기 기전력에 대해 2π​ 라디안 뒤진 전기자 전류가 흐르면 전기자 반작용은?	감자 작용	뒤진(90∘ 지상) → 감자 작용 (뒤진 깜)
3:56:39	699	전기기기	전압 변동률이 작고 자여자이며, 계자 저항기를 사용한 전압 조정이 가능하여 전기 화학용, 전지 충전용 발전기로 가장 적합한 것은?	직류 분권 발전기	
3:57:05	700	전기기기	인버터는 무엇을 무엇으로 변환하는 장치인가?	직류를 교류로 변환	직교인 (직류 → 교류 인버터), 교직컨 (교류 → 직류 컨버터)
3:57:15	701	전기기기	전기 기기의 철심 재료로 규소 강판을 많이 사용하는 이유는?	히스테리시스손을 줄이기 위해서	희규 (히스테리시스손 → 규소 강판)
3:57:34	702	전기기기	역병렬 결합의 SCR의 특성과 같은 반도체 소자는?	트라이액	트라이액은 SCR 2개를 역병렬로 연결한 3단자 소자이다.
3:57:46	703	전기기기	제동 권선을 이용한 기동 토크를 이용해서 동기 전동기를 기동시키는 방법은?	자기 기동법	제동 권선 이용 → 자기 기동법
3:58:00	704	전기기기	무부하 전압과 전부하 전압이 같은 값을 가지는 특성의 발전기는?	평복권 발전기	무전평
3:58:09	705	전기기기	동기 전동기의 특징과 용도에 대한 설명으로 잘못된 것은?	속도 제어가 원활하다.	동기 전동기는 속도 제어가 어렵다.
3:59:30	706	전기기기	직류 발전기에서 브러시와 접촉해서 전기자 권선에 유도되는 교류 기전력을 정류하여 직류로 만드는 부품은?	정류자	브러시와 접촉, 교류 → 직류 → 정류자
3:59:49	707	전기기기	회전 계자형인 동기 전동기에 고정자인 전기자 부분도 회전자 주위를 회전할 수 있도록 이중 배열인 구조인 전동기는?	초동기 전동기	이중 배열인 구조 → 초동기 전동기
4:00:20	708	전기기기	쉐이딩 코일형 유도 전동기에 대한 설명으로 틀린 것은? (보기: 영률과 효율이 좋다, 운전 중 쉐이딩 코일에는 전류가 흐른다, 기동 토크가 작다, 출력 10kW 이하 소형에 사용된다)	영률과 효율이 좋다 (나쁨)	쉐이딩 코일형은 영률과 효율이 나쁘다(25% 정도), 기동 토크가 매우 작아 소용량(선풍기, 헤어드라이어 등)에만 사용된다. 역회전 불가 특징이 있다.
4:00:56	709	전기기기	직류기에서 정류를 좋게 하는 방법 중 전압 정류 역할은?	보극	전압 정류는 보극(보상 권선 아님). 암기: 전압 정류 보극.
4:01:04	710	전기기기	선풍기, 가정용 펌프, 헤어 드라이어 등에 주로 사용되는 전동기는?	쉐이딩 코일형 단상 유도 전동기	쉐이딩 코일형은 400W 이하 소용량 가전 제품(선풍기, 헤어드라이어 등)에 사용되며, 기동 토크가 매우 작다.
4:01:34	711	전기기기	직류 분권 전동기의 기동 방법 중 가장 적당한 것은?	계자 저항기의 저항값을 0으로 한다	직류 분권 전동기 기동 시는 계자 저항기의 저항값을 0으로 설정하는 것이 특징.
4:01:42	712	전기기기	변압기의 구비 조건으로 틀린 것은? (보기: 응고점이 낮아야 한다, 냉각 효과가 클 것, 절연 내력이 클 것, 고온에서 화학 반응이 없을 것)	응고점이 높아야 한다	변압기 절연유(변압기유)는 응고점은 낮고(낮은 온도에서 굳지 않음), 인화점은 높아야 한다(불이 잘 안 붙도록).
4:02:07	713	전기기기	3상 권선형 유도 전동기의 기동 시 2차측에 저항을 접속하는 이유는?	기동 토크를 크게 하기 위해서	권선형 유도 전동기는 2차측에 저항을 접속하여 회전자 전체 저항값을 증가시켜 기동 토크를 크게 한다. (비례 추이 이용)
4:02:24	714	전기기기	정속도 전동기로 공작 기계 등에 주로 사용되는 전동기는?	직류 분권 전동기	직류 분권 전동기는 정속도 전동기의 특징을 가지며, 공작 기계 등에 주로 이용된다. 암기: 직분 공작.
4:02:34	715	전기기기	동기 발전기의 병렬 운전 중 기전력의 위상차가 생겼을 때의 현상은?	동기화력이 생겨서 두 기전력의 위상이 동상이 되도록 작용한다	병렬 운전 중 위상차는 동기화력을 발생시켜 위상을 동상으로 맞추는 작용을 한다.
4:02:50	716	전기기기	다음 중 틀린 것은? (보기: 3상 유도 전압 조정기 회전자 권선은 불로 권선이고 Y 결선이다, 개기용 변압기의 2차 표준은 110V 하나로 되어 있다, 누설 변압기가 네온 사인이나 용접기 전원으로 알맞은 이유는 수하 특성 때문이다)	개기용 변압기의 2차 표준은 110과 220V 두 가지로 되어 있다	**계기용 변압기(PT)**의 2차 표준 전압은 110V 하나이다.
4:03:33	717	전기기기	동기 전동기에 대한 설명으로 틀린 것은? (보기: 직류 여자기가 필요하다, 정속도 전동기이다, 역률 조정 가능하다, 저속도에서 특히 효율이 좋다)	직류 여자기가 필요하지 않다	동기 전동기는 스스로 기동 토크를 발생시킬 수 없으므로 여자 전류를 공급하는 직류 여자 전원 장치(여자기가 필요하다.
4:03:55	718	전기기기	영률이 좋아서 가정용 선풍기, 세탁기, 냉장고 등에 주로 사용되는 전동기는?	콘덴서 기동형	콘덴서 기동형은 영률과 효율이 좋고 기동 토크가 커서 세탁기, 냉장고 등 비교적 용량이 큰 가전제품에 사용된다. (쉐이딩 코일형은 소형 선풍기, 헤어드라이어)
4:04:13	719	전기기기	변압기의 결선에서 제3고조파를 발생시켜 통신선의 유도 장애를 일으키는 3상 결선은?	Y-Y 결선	Y-Y 결선은 제3고조파를 발생시켜 통신선에 유도 장애를 일으킬 수 있다. (왕-와 소리)
4:04:33	720	전기기기	부흐홀츠 계전기의 설치 위치는?	변압기 주탱크와 콘서베이터 사이	부흐홀츠 계전기는 변압기 주탱크와 콘서베이터 사이(탱콘사이)에 설치된다.
4:04:42	721	전기기기	3상 유도 전동기의 운전 중에 급속 정지가 필요할 때 사용하는 제동법은?	역상 제동	급속 정지가 필요할 때는 역상 제동(1차 권선 3개 단자 중 임의의 2개 접속을 바꿔 토크 방향을 역으로)을 사용한다.
4:05:34	722	전기기기	3상 교류 발전기의 기전력에 대해 90° 늦은 전류가 통할 때 반작용 기자력은?	자극축과 일치하는 감자 작용	발전기에서 90° 뒤진(늦은) 전류는 감자 작용을 일으키며, 이때 전기자 자속은 계자 자극축과 일치한다 (직축 반작용).
4:06:05	723	전기기기	직류 분권 전동기의 회전 방향을 바꾸기 위해 일반적으로 무엇의 방향을 바꿔야 하는가?	전기자 전류 방향	직류 분권 전동기의 회전 방향을 바꾸려면 전기자 전류 방향만 바꾼다. (전원 극성을 바꾸면 계자와 전기자 전류 모두 바뀌어 회전 방향이 그대로이다.)
4:06:29	724	전기기기	직류 전동기의 전기적 제동법이 아닌 것은?	저항 제동	직류 전동기의 전기적 제동법은 회생 제동, 발전 제동, 역전 제동(역상 제동)이 있다.
4:06:39	725	전기기기	전기 기기에 철심 재료로 규소 강판을 많이 사용하는 이유?	히스테리시스손 줄이기 위해서	규소 강판은 히스테리시스손을 줄이기 위해, 성층 철심은 와류손을 줄이기 위해 사용된다. (결국 둘 다 철손 감소 목적)
4:06:53	726	전기기기	변압기의 V결선의 특징으로 틀린 것은? (보기: 고장 시 응급 처치 방법으로 쓰인다, 단상 변압기 2대로 3상 전력을 공급한다, 부하 증가가 예상되는 지역에 설치된다, V결선 시 출력은 델타 결선 시 출력과 크기가 같다)	V결선 시 출력은 델타 결선 시 출력과 크기가 같다	V결선과 델타 결선의 출력비는 1:3​ 이다. (V결선 출력=델타 결선 출력×57.7%)
4:07:20	727	전기기기	아래 회로에서 부하의 최대 전력을 공급하기 위해서 저항 R 및 콘덴서 C의 크기는? (다이악, 트라이악, 저항, 콘덴서로 구성된 교류 회로)	R과 C 모두 최소	부하의 최대 전력 공급을 위해서는 저항 R과 콘덴서 C의 크기를 모두 최소로 해야 한다.
4:07:44	728	전기기기	권선형 유도 전동기에 회전자의 저항을 삽입했을 때 틀린 사항은? (보기: 기동 전류 감소, 기동 전압 증가, 역률 개선, 기동 토크 증가)	기동 전압 증가	2차 저항 삽입 시 기동 토크 증가, 기동 전류/전압 감소, 역률 개선의 효과가 있다. (기동 전압은 감소한다.)
4:08:27	729	전기기기	인경 공업에 사용되는 포트 전동기의 속도 제어는?	주파수 변환에 의한 제어	인경 공업 포트 전동기는 주파수 변환에 의한 속도 제어를 사용한다. 암기: 인경공업 주파수.
4:08:39	730	전기기기	부흐홀츠 계전기로 보호되는 기기는?	변압기	부흐홀츠 계전기는 변압기 내부 고장 보호에 사용되는 계전기이다. (비율 차동 계전기, 차동 계전기도 사용)
4:08:55	731	전기기기	농형 유도 전동기의 기동법이 아닌 것은? (보기: 전전압 기동, 기동 보상기 기동, 리액터 기동, 델타 기동)	델타 기동	농형 유도 전동기 기동법은 전전압, 와이-델타(Y-△), 기동 보상기, 리액터, 1차 저항 기동법 등이 있다. 2차 저항 기동법은 권선형의 기동법이다.
4:09:28	732	전기기기	기중기, 전기 자동차, 전기 철도와 같은 곳에 가장 많이 사용되는 전동기는?	직권 전동기	직권 전동기는 큰 토크가 필요한 기중기, 전기 자동차, 전기 철도 등에 사용된다.
4:09:40	733	전기기기	동기 전동기를 송전선의 전압 조정 및 역률 개선에 사용한 것을 무엇이라고 하는가?	동기 조상기	동기 전동기를 전압 조정 및 역률 개선에 사용한 것을 동기 조상기라고 한다.
4:09:53	734	전기기기	3상 동기 발전기의 상간 접속을 Y결선으로 하는 이유 중에서 틀린 것은? (보기: 중성점을 이용할 수 있다, 성간 전압이 상전압의 $\sqrt{3}$배가 된다, 성간 전압에 제3고조파가 나타나지 않는다, 같은 성간 전압의 결선에 비해 절연이 어렵다)	같은 성간 전압의 결선에 비해 절연이 어렵다	Y결선은 상전압이 성간 전압보다 낮아 절연에 유리하고 고전압에 유리하다.
4:10:54	735	전기기기	동기기의 손실에서 고정손에 해당되는 것은?	계자 철심의 철손	고정손(무부하손)에는 철손(히스테리시스손, 와류손), 풍손, 베어링 마찰손 등이 있고, 전기자 동손(저항손) 등은 부하손이다.
4:11:15	736	전기기기	발전기의 권선의 층간 단락 보호에 가장 적합한 계전기는?	차동 계전기	층간 단락 보호에는 차동 계전기가 적합하다. 암기: 층 차동.
4:11:30	737	전기기기	유입 변압기에 많이 사용되는 목면, 명주, 종이 등의 절연 재료는 내열 등급 A종에 속하고, 장기간 지속하여 최고 허용 온도 몇 °C를 넘어서는 안 되는가?	105°C	절연 재료 A종(목면, 명주, 종이 등)의 최고 허용 온도는 105°C이다.
4:11:45	738	전기기기	다음 중 자기 소호 기능 (아크 발생을 없애주는 기능)이 가장 좋은 소자는?	GTO (Gate Turn-Off Thyristor)	GTO는 아크 발생을 없애주는 자기 소호 기능이 가장 좋다.
4:11:55	739	전기기기	직류기의 손실 중에 기계손에 해당하는 것은?	풍손, 마찰손	기계손에는 풍손, 마찰손, 베어링손이 있다. 암기: 풍마.
4:12:03	740	전기기기	직류 발전기를 구성하는 부분 중 정류자란 무엇인가?	전기자 권선에서 생긴 교류를 직류로 바꿔 주는 부분	정류자는 전기자 권선의 교류를 직류로 바꿔 주는 역할을 한다. (정류 작용) 암기: 교직 정류자.
4:12:12	741	전기기기	단락비가 큰 동기 발전기에 대한 설명으로 틀린 것은? (보기: 동기 임피던스 작다, 공극 크다, 전압 변동률 작다, 전기자 반작용 크다)	전기자 반작용 크다	단락비가 크면 동기 임피던스 작다, 전압 변동률 작다, 전기자 반작용 작다, 공극 크다, 안정도 높다.
4:12:44	742	전기기기	분상 기동형 단상 유도 전동기에 원심 개폐기의 작동 시기는 회전자 속도가 동기 속도의 몇 % 정도일 때 작동하는가?	60 ~ 80%	원심 개폐기는 회전자 속도가 동기 속도의 **60% ~ 80%**일 때 작동한다. 암기: 원심 68.
4:13:02	743	전기기기	직류기의 전기자 철심을 규소 강판으로 성층하여 만드는 이유는?	철손을 줄일 수 있기 때문에	규소 강판은 히스테리시스손을, 성층은 와류손을 줄여주므로, 둘 다 철손을 줄이기 위해서이다.
4:13:24	744	전기기기	다음 중 절연 저항 측정하는 것은?	매거 (Megger)	절연 저항 측정에는 **매거(Megger)**를 사용한다.
4:13:29	745	전기기기	3상 유도 전동기의 속도 제어 방법 중 인버터를 이용한 속도 제어법은?	주파수 제어법	인버터는 주파수를 변환하여 3상 유도 전동기의 속도를 제어한다.
4:13:40	746	전기기기	회전 변류기의 직류측 전압을 조정하는 방법이 아닌 것은?	여자 전류 조정 방법	회전 변류기는 여자 전류를 조정하면 역률만 변화하므로, 직류측 전압 조정은 직렬 리액턴스, 동기 승압기, 보시 전압 조정 변압기 등으로 한다.
4:14:06	747	전기기기	다음 중 권선 저항 측정 방법은?	캘빈 더블 브릿지법	권선 저항(저저항) 측정에는 캘빈 더블 브릿지법을 사용한다.
4:14:24	748	전기기기	직류 발전기에 병렬 운전 중 한쪽 발전기에 여자를 늘리면 그 발전기는 어떻게 되는가?	부하 전류 증가, 전압 증가	직류 발전기 병렬 운전 중 여자를 늘리면 해당 발전기의 부하 전류와 전압 모두 증가한다.
4:14:44	749	전기기기	직류 전압을 직접 제어하는 것은?	초퍼형 인버터	직류 전압을 직접 제어(직찍 제어)하는 장치는 초퍼형 인버터이다. (칼로 썰듯이 온/오프 반복)
